catalogNumber,verbatimDet
Ara004257,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara004258,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004259,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara004260,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004261,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004262,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: Hewitt"
Ara004263,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: Hewitt"
Ara004264,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: Hewitt"
Ara004265,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004266,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: Hewitt"
Ara004267,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: Hewitt"
Ara004268,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: Hewitt"
Ara004269,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara004270,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara004271,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004272,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004273,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004274,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004275,Pelmatoryeter pretoriae
Ara004276,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004277,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004278,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004279,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004280,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: Hewitt"
Ara004281,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara004282,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara004283,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara004284,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara004285,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004286,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004287,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004288,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004289,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: Hewitt"
Ara004290,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004291,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004292,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-SchoemanA. Dippenaar-Schoeman"
Ara004293,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara004294,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara004295,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004296,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004297,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara004298,"Araneae, Cyrtaucheniidae, Pelmatoryeter prob.brevipalpis|Determined by: Hewitt"
Ara004299,"Araneae, Cyrtaucheniidae, Pelmatoryeter prob. brevipalpis|Determined by: Hewitt"
Ara004300,"Araneae, Cyrtaucheniidae, Pelmatoryeter prob. brevipalpis|Determined by: Hewitt"
Ara004301,"Araneae, Cyrtaucheniidae, Pelmatoryeter prob. brevipalpis|Determined by: Hewitt"
Ara004302,"Araneae, Cyrtaucheniidae, Pelmatoryeter prob. brevipalpis|Determined by: Hewitt"
Ara004303,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004304,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004305,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004306,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004307,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004308,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004309,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004310,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004311,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004312,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004313,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004314,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004315,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004316,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004317,"Araneae, Cyrtaucheniidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004318,"Araneae, Cyrtaucheniidae, Ancyloptrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004319,"Araneae, Cyrtaucheniidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004320,"Araneae, Cyrtaucheniidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004321,"Araneae, Cyrtaucheniidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004322,"Araneae, Cyrtaucheniidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004323,"Araneae, Cyrtaucheniidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004324,"Araneae, Cyrtaucheniidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004325,"Araneae, Cyrtaucheniidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004326,"Araneae, Cyrtaucheniidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004327,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004328,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004329,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004330,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004331,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004332,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004333,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004334,"Araneae, Crytaucheniidae, Ancyloptrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004335,"Araneae, Crytaucheniidae, Ancyloptrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004336,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004337,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004338,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004339,"Araneae, Theraphosidae, Pelmatoryeter near. brevipalpis|Determined by: Hewitt"
Ara004340,"Araneae, Theraphosidae, Pelmatoryeter brevipalpis|Determined by: Hewitt"
Ara004341,"Araneae, Theraphosidae, Ancylotrypa brevipalpis|Determined by: Hewitt"
Ara004342,"Araneae, Theraphosidae, Ancylotrypa brevipalpis|Determined by: A. Dippenaar-Schoeman"
Ara004343,"Araneae, Theraphosidae, Pelmatoryeter pretoriae var.rufescens|Determined by: Hewitt"
Ara004344,"Araneae, Theraphosidae, Pelmatoryeter pretoriae var.rufescens|Determined by: Hewitt"
Ara004345,"Araneae, Theraphosidae, Pelmatoryeter pretoriae var.rufescens|Determined by: Hewitt"
Ara004346,"Araneae, Theraphosidae, Pelmatoryeter pretoriae var.rufescens|Determined by: Hewitt"
Ara004347,"Araneae, Theraphosidae, Pelmatoryeter pretoriae var.rufescens|Determined by: Hewitt"
Ara004348,"Araneae, Theraphosidae, Pelmatoryeter pretoriae var.rufescens|Determined by: Hewitt"
Ara004349,"Araneae, Theraphosidae, Pelmatoryeter pretoriae var.rufescens|Determined by: Hewitt"
Ara004350,"Araneae, Theraphosidae, Pelmatoryeter breyeri|Determined by: Hewitt"
Ara004351,"Araneae, Theraphosidae, Pelmatoryeter breyeri|Determined by: Hewitt"
Ara004352,"Araneae, Theraphosidae, Pelmatoryeter breyeri|Determined by: Hewitt"
Ara004353,"Araneae, Theraphosidae, Pelmatoryeter breyeri|Determined by: Hewitt"
Ara004354,"Araneae, Theraphosidae, Pelmatoryeter breyeri|Determined by: Hewitt"
Ara004355,"Araneae, Theraphosidae, Pelmatoryeter near. dreyeri brevipalpis|Determined by: Hewitt"
Ara004356,"Araneae, Theraphosidae, Pelmatoryeter near. dreyeri brevipalpis|Determined by: Hewitt"
Ara004357,"Araneae, Theraphosidae, Pelmatoryeter near. dreyeri brevipalpis|Determined by: Hewitt"
Ara004358,"Araneae, Theraphosidae, Pelmatoryeter near. dreyeri brevipalpis|Determined by: Hewitt"
Ara004359,"Araneae, Theraphosidae, Pelmatoryeter near. dreyeri brevipalpis|Determined by: Hewitt"
Ara004360,"Araneae, Theraphosidae, Pelmatoryeter near. dreyeri brevipalpis|Determined by: Hewitt"
Ara004361,"Araneae, Crytaucheniidae, Ancylotrypa cornuta|Determined by: F. Cruden"
Ara004362,"Araneae, Crytaucheniidae, Ancylotrypa cornuta|Determined by: F. Cruden"
Ara004363,"Araneae, Theraphosidae, Pelmatoryeter|Determined by: A. Roberts"
Ara004364,"Araneae, Theraphosidae, Pelmatoryeter|Determined by: A. Roberts"
Ara004365,"Araneae, Theraphosidae, Pelmatoryeter|Determined by: A. Roberts"
Ara004366,"Araneae, Theraphosidae, Pelmatoryeter|Determined by: G. van Dam"
Ara004367,"Araneae, Theraphosidae, Pelmatoryeter|Determined by: G. van Dam"
Ara004368,"Araneae, Idiopidae, Galeosoma mossambicum|Determined by: Hewitt"
Ara004369,"Araneae, Idiopidae, Galeosoma mossambicum|Determined by: Hewitt"
Ara004370,"Araneae, Idiopidae, Galeosoma mossambicum|Determined by: Hewitt"
Ara004371,"Araneae, Idiopidae, Galeosoma mossambicum|Determined by: Hewitt"
Ara004372,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004373,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004374,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004375,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004376,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004377,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004378,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004379,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004380,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004381,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004382,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004383,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004384,"Araneae, Idiopidae, Galeosoma mossambicum"
Ara004385,"Araneae, Idiopidae, Galeosoma vandami"
Ara004386,"Araneae, Idiopidae, Galeosoma vandami"
Ara004387,"Araneae, Idiopidae, Galeosoma vandami"
Ara004388,"Araneae, Idiopidae, Galeosoma vandami"
Ara004389,"Araneae, Idiopidae, Galeosoma vandami"
Ara004390,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004391,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004392,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004393,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004394,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004395,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004396,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004397,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004398,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004399,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004400,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004401,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004402,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004403,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004404,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004405,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004406,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004407,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004408,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004409,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004410,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004411,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004412,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004413,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004414,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004415,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004416,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004417,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004418,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004419,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004420,"Araneae, Idiopidae, Galeoosma vandami|Determined by: Hewitt"
Ara004421,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004422,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004423,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004424,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004425,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004426,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004427,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004428,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004429,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004430,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004431,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004432,"Araneae, Idiopidae, Galeosoma vandami|Determined by: Hewitt"
Ara004433,"Araneae, Idiopidae, Galeosoma vandami var. circumfunctum|Determined by: Hewitt"
Ara004434,"Araneae, Idiopidae, Galeosoma vandami var. circumfunctum|Determined by: Hewitt"
Ara004435,"Araneae, Idiopidae, Galeosoma vandami var. circumfunctum|Determined by: Hewitt"
Ara004436,"Araneae, Idiopidae, Gaeosoma vandami var. circumfunctum|Determined by: Hewitt"
Ara004437,"Araneae, Idiopidae, Galeosoma vandami var. circumfunctum|Determined by: Hewitt"
Ara004438,"Araneae, Idiopidae, Galeosoma vandami var. circumfunctum|Determined by: Hewitt"
Ara004439,"Araneae, Idiopidae, Galeosoma vandami var. circumfunctum|Determined by: Hewitt"
Ara004440,"Araneae, Idiopidae, Galeosoma vandami var. circumfunctum|Determined by: Hewitt"
Ara004441,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004442,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004443,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004444,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004445,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004446,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004447,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004448,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004449,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004450,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004451,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004452,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004453,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004454,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004455,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004456,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004457,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara004458,"Araneae, Idiopidae, Galeosoma pallidum|Determined by: Hewitt"
Ara004459,"Araneae, Idiopidae, Galeosoma pallidum|Determined by: Hewitt"
Ara004460,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004461,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004462,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004463,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004464,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004465,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004466,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004467,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004468,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004469,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004470,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004471,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004472,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004473,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004474,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004475,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004476,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004477,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004478,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004479,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004480,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004481,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004482,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004483,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004484,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004485,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004486,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004487,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004488,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004489,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004490,"Araneae, Idiopidae, Galeosoma hirsutum|Determined by: Hewitt"
Ara004491,"Araneae, Idiopidae, Galeosoma|Determined by: Hewitt"
Ara004492,"Araneae, Nemesiidae, Spiroctenus curvipes|Determined by: Hewitt"
Ara004493,"Araneae, Nemesiidae, Spiroctenus curvipes|Determined by: Hewitt"
Ara004494,"Araneae, Nemesiidae, Spiroctenus curvipes|Determined by: Hewitt"
Ara004495,"Araneae, Nemesiidae, Spiroctenus curvipes|Determined by: Hewitt"
Ara004496,"Araneae, Nemesiidae, Spiroctenus curvipes"
Ara004497,"Araneae, Nemesiidae, Spiroctenus curvipes"
Ara004498,"Araneae, Nemesiidae, Spiroctenus curvipes"
Ara004499,"Araneae, Nemesiidae, Spiroctenus curvipes"
Ara004500,"Araneae, Nemesiidae, Spiroctenus curvipes"
Ara004501,"Araneae, Nemesiidae, Spiroctenus curvipes"
Ara004502,"Araneae, Nemesiidae, Spiroctenus curvipes"
Ara004503,"Araneae, Nemesiidae, Spiroctenus curvipes"
Ara004504,"Araneae, Nemesiidae, Spiroctenus curvipes"
Ara004505,"Araneae, Nemesiidae, Spiroctenus curvipes"
Ara004506,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
Ara004507,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
Ara004508,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
Ara004509,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
Ara004510,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
Ara004511,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
Ara004512,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
Ara004513,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
Ara004514,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
Ara004515,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
Ara004516,"Araneae, Nemesiidae, Spiroctenus homostola zebrina|Determined by: Pure"
